dt,L1_error,L2_error,Linfty_error
4000000.0,4.832081585399714,5.59602463458688,12.0
4000000.0,4.832081585399714,5.59602463458688,12.0
4000000.0,4.832081585399714,5.59602463458688,12.0
4000000.0,4.832081585399714,5.59602463458688,12.0
