R,c (mol/m^3) @ t=0,c (mol/m^3) @ t=8E7,c (mol/m^3) @ t=1.6E8,c (mol/m^3) @ t=2.4E8,c (mol/m^3) @ t=3.2E8,c (mol/m^3) @ t=4E8,c (mol/m^3) @ t=4.8E8,c (mol/m^3) @ t=5.6E8,c (mol/m^3) @ t=6.4E8,c (mol/m^3) @ t=7.2E8,c (mol/m^3) @ t=8E8,c (mol/m^3) @ t=8.8E8,c (mol/m^3) @ t=9.6E8,c (mol/m^3) @ t=1.04E9,c (mol/m^3) @ t=1.12E9,c (mol/m^3) @ t=1.2E9,c (mol/m^3) @ t=1.28E9,c (mol/m^3) @ t=1.36E9,c (mol/m^3) @ t=1.44E9,c (mol/m^3) @ t=1.52E9,c (mol/m^3) @ t=1.6E9,c (mol/m^3) @ t=1.68E9,c (mol/m^3) @ t=1.76E9,c (mol/m^3) @ t=1.84E9,c (mol/m^3) @ t=1.92E9,c (mol/m^3) @ t=2E9,c (mol/m^3) @ t=2.08E9,c (mol/m^3) @ t=2.16E9,c (mol/m^3) @ t=2.24E9,c (mol/m^3) @ t=2.32E9,c (mol/m^3) @ t=2.4E9,c (mol/m^3) @ t=2.48E9,c (mol/m^3) @ t=2.56E9,c (mol/m^3) @ t=2.64E9,c (mol/m^3) @ t=2.72E9,c (mol/m^3) @ t=2.8E9,c (mol/m^3) @ t=2.88E9,c (mol/m^3) @ t=2.96E9,c (mol/m^3) @ t=3.04E9,c (mol/m^3) @ t=3.12E9,c (mol/m^3) @ t=3.2E9,c (mol/m^3) @ t=3.28E9,c (mol/m^3) @ t=3.36E9,c (mol/m^3) @ t=3.44E9,c (mol/m^3) @ t=3.52E9,c (mol/m^3) @ t=3.6E9,c (mol/m^3) @ t=3.68E9,c (mol/m^3) @ t=3.76E9,c (mol/m^3) @ t=3.84E9,c (mol/m^3) @ t=3.92E9,c (mol/m^3) @ t=4E9,c (mol/m^3) @ t=4.08E9,c (mol/m^3) @ t=4.16E9,c (mol/m^3) @ t=4.24E9,c (mol/m^3) @ t=4.32E9,c (mol/m^3) @ t=4.4E9,c (mol/m^3) @ t=4.48E9,c (mol/m^3) @ t=4.56E9,c (mol/m^3) @ t=4.64E9,c (mol/m^3) @ t=4.72E9,c (mol/m^3) @ t=4.8E9,c (mol/m^3) @ t=4.88E9,c (mol/m^3) @ t=4.96E9,c (mol/m^3) @ t=5.04E9,c (mol/m^3) @ t=5.12E9,c (mol/m^3) @ t=5.2E9,c (mol/m^3) @ t=5.28E9,c (mol/m^3) @ t=5.36E9,c (mol/m^3) @ t=5.44E9,c (mol/m^3) @ t=5.52E9,c (mol/m^3) @ t=5.6E9,c (mol/m^3) @ t=5.68E9,c (mol/m^3) @ t=5.76E9,c (mol/m^3) @ t=5.84E9,c (mol/m^3) @ t=5.92E9,c (mol/m^3) @ t=6E9,c (mol/m^3) @ t=6.08E9,c (mol/m^3) @ t=6.16E9,c (mol/m^3) @ t=6.24E9,c (mol/m^3) @ t=6.32E9,c (mol/m^3) @ t=6.4E9,c (mol/m^3) @ t=6.48E9,c (mol/m^3) @ t=6.56E9,c (mol/m^3) @ t=6.64E9,c (mol/m^3) @ t=6.72E9,c (mol/m^3) @ t=6.8E9,c (mol/m^3) @ t=6.88E9,c (mol/m^3) @ t=6.96E9,c (mol/m^3) @ t=7.04E9,c (mol/m^3) @ t=7.12E9,c (mol/m^3) @ t=7.2E9,c (mol/m^3) @ t=7.28E9,c (mol/m^3) @ t=7.36E9,c (mol/m^3) @ t=7.44E9,c (mol/m^3) @ t=7.52E9,c (mol/m^3) @ t=7.6E9,c (mol/m^3) @ t=7.68E9,c (mol/m^3) @ t=7.76E9,c (mol/m^3) @ t=7.84E9,c (mol/m^3) @ t=7.92E9,c (mol/m^3) @ t=8E9,c (mol/m^3) @ t=8.08E9,c (mol/m^3) @ t=8.16E9,c (mol/m^3) @ t=8.24E9,c (mol/m^3) @ t=8.32E9,c (mol/m^3) @ t=8.4E9,c (mol/m^3) @ t=8.48E9,c (mol/m^3) @ t=8.56E9,c (mol/m^3) @ t=8.64E9,c (mol/m^3) @ t=8.72E9,c (mol/m^3) @ t=8.8E9,c (mol/m^3) @ t=8.88E9,c (mol/m^3) @ t=8.96E9,c (mol/m^3) @ t=9.04E9,c (mol/m^3) @ t=9.12E9,c (mol/m^3) @ t=9.2E9,c (mol/m^3) @ t=9.28E9,c (mol/m^3) @ t=9.36E9,c (mol/m^3) @ t=9.44E9,c (mol/m^3) @ t=9.52E9,c (mol/m^3) @ t=9.6E9,c (mol/m^3) @ t=9.68E9,c (mol/m^3) @ t=9.76E9,c (mol/m^3) @ t=9.84E9,c (mol/m^3) @ t=9.92E9,c (mol/m^3) @ t=1E10
0,1.1775180668972619E-212,0.008155814291742431,0.26694508137522516,0.7957566247049641,1.272399886804119,1.6092483861339602,1.8267621906928113,1.9609391102370577,2.0411978437152465,2.087866547158871,2.1154367925047777,2.1320532778809462,2.1422226844391514,2.1482902197926155,2.15135464907064,2.152797331262572,2.1535583194337122,2.153998997039671,2.1543007718985425,2.1543668100388285,2.1542946571382626,2.154221580968607,2.154148504798952,2.154075428629297,2.154002352459642,2.1539403084981688,2.1539269692274208,2.1539136299566723,2.153900290685924,2.1538869514151755,2.153873612144427,2.153860272873679,2.1538469336029307,2.1538335943321822,2.153820255061434,2.153806915790686,2.1537935765199374,2.1537878477832124,2.15378537672689,2.1537829056705675,2.1537804346142453,2.153777963557923,2.153775492501601,2.153773021445278,2.153770550388956,2.1537680793326337,2.1537656082763115,2.153763137219989,2.1537606661636666,2.1537587972044596,2.153759332782923,2.1537598683613863,2.1537604039398497,2.1537609395183126,2.153761475096776,2.1537620106752393,2.1537625462537027,2.1537630818321656,2.153763617410629,2.1537641529890923,2.1537646885675557,2.1537652241460186,2.1537656789104895,2.153766099082623,2.1537665192547566,2.15376693942689,2.1537673595990237,2.153767779771157,2.1537681999432903,2.153768620115424,2.1537690402875573,2.153769460459691,2.1537698806318244,2.153770300803958,2.1537706532944316,2.1537707354911317,2.1537708176878323,2.1537708998845324,2.153770982081233,2.153771064277933,2.1537711464746336,2.1537712286713337,2.1537713108680343,2.1537713930647344,2.153771475261435,2.1537715574581355,2.1537716396548356,2.153771653465964,2.153771638004726,2.1537716225434878,2.15377160708225,2.153771591621012,2.153771576159774,2.153771560698536,2.153771545237298,2.1537715297760602,2.153771514314822,2.153771498853584,2.153771483392346,2.1537714683810867,2.1537714551668623,2.153771441952638,2.153771428738414,2.1537714155241896,2.1537714023099657,2.1537713890957413,2.153771375881517,2.153771362667293,2.1537713494530686,2.153771336238844,2.1537713230246203,2.153771309810396,2.153771303939485,2.1537713012118704,2.153771298484256,2.1537712957566413,2.1537712930290267,2.153771290301412,2.1537712875737975,2.153771284846183,2.1537712821185684,2.153771279390954,2.1537712766633392,2.1537712739357247,2.1537712718419577,2.1537712722795255
0.0031446540880503146,6.433554196694218E-212,0.008173079428531092,0.2671144103654789,0.7960025318202328,1.2726526372802778,1.6094902103600146,1.8269936230990773,1.9611632484212476,2.041417361790934,2.088083337980755,2.115651981493579,2.1322675080699254,2.1424363308364986,2.1485035191535142,2.151567774325656,2.153010374852435,2.1537713199004553,2.1542119725405744,2.1545137302484947,2.154579764573397,2.154507615774417,2.1544345437664285,2.1543614717584387,2.1542883997504494,2.15421532774246,2.154153287314624,2.15413994880491,2.1541266102951964,2.1541132717854827,2.1540999332757673,2.154086594766054,2.15407325625634,2.1540599177466264,2.1540465792369123,2.1540332407271983,2.1540199022174846,2.15400656370777,2.15400083529802,2.1539983643828733,2.1539958934677275,2.1539934225525807,2.1539909516374345,2.153988480722288,2.1539860098071415,2.1539835388919957,2.153981067976849,2.153978597061703,2.1539761261465564,2.1539736552314097,2.153971786379003,2.153972321926983,2.1539728574749617,2.1539733930229406,2.15397392857092,2.1539744641188996,2.153974999666879,2.1539755352148586,2.153976070762837,2.1539766063108168,2.153977141858796,2.1539776774067754,2.1539782129547542,2.1539786676932886,2.153979087841431,2.153979507989574,2.1539799281377183,2.1539803482858604,2.1539807684340038,2.1539811885821467,2.1539816087302897,2.1539820288784335,2.153982449026576,2.153982869174719,2.1539832893228623,2.1539836417932077,2.1539837239852067,2.153983806177205,2.1539838883692037,2.153983970561202,2.153984052753201,2.1539841349451994,2.1539842171371983,2.1539842993291964,2.153984381521195,2.153984463713194,2.153984545905192,2.153984628097191,2.153984641907529,2.1539846264471763,2.1539846109868233,2.153984595526471,2.153984580066118,2.1539845646057647,2.1539845491454126,2.153984533685059,2.1539845182247066,2.153984502764354,2.153984487304001,2.153984471843648,2.1539844568332485,2.1539844436197835,2.153984430406318,2.1539844171928526,2.1539844039793876,2.153984390765922,2.153984377552457,2.1539843643389913,2.1539843511255268,2.1539843379120613,2.153984324698597,2.153984311485131,2.1539842982716655,2.15398429240109,2.153984289673629,2.1539842869461685,2.1539842842187076,2.1539842814912467,2.1539842787637857,2.1539842760363257,2.153984273308864,2.153984270581403,2.1539842678539425,2.1539842651264816,2.15398426239902,2.15398426030537,2.153984260742907
0.006289308176100629,1.0197520916544437E-210,0.00822496362803382,0.2676225771412082,0.7967403503347421,1.2734109548816055,1.610215743383559,1.827687980568931,1.9618357241362152,2.0420759780029334,2.0887337729525832,2.1162976112636196,2.132910261612649,2.1430773331064192,2.1491434803737364,2.1522072132570793,2.1536495688015367,2.154410384487223,2.1548509622339327,2.1551526684919358,2.1552186913715308,2.1551465548766124,2.155073495352892,2.155000435829172,2.154927376305452,2.1548543167817313,2.154792286954188,2.154778950727439,2.15476561450069,2.154752278273941,2.154738942047192,2.1547256058204423,2.154712269593693,2.1546989333669444,2.1546855971401944,2.154672260913445,2.154658924686697,2.154645588459947,2.154639861031045,2.1546373905393783,2.15463492004771,2.1546324495560443,2.154629979064377,2.15462750857271,2.1546250380810426,2.1546225675893753,2.1546200970977085,2.154617626606041,2.154615156114374,2.154612685622707,2.1546108170906644,2.1546113525472093,2.154611888003755,2.1546124234603,2.1546129589168443,2.1546134943733892,2.1546140298299337,2.1546145652864785,2.1546151007430234,2.1546156361995688,2.154616171656113,2.1546167071126585,2.154617242569203,2.1546176972299573,2.1546181173061654,2.154618537382373,2.1546189574585815,2.1546193775347886,2.1546197976109975,2.1546202176872056,2.1546206377634136,2.154621057839621,2.1546214779158297,2.1546218979920386,2.154622318068246,2.1546226704782376,2.154622752656134,2.1546228348340306,2.154622917011927,2.1546229991898236,2.1546230813677196,2.154623163545616,2.154623245723512,2.154623327901409,2.1546234100793056,2.154623492257202,2.154623574435098,2.154623656612994,2.154623670420955,2.154623654963244,2.1546236395055325,2.1546236240478214,2.1546236085901094,2.1546235931323983,2.1546235776746867,2.154623562216975,2.154623546759264,2.1546235313015525,2.1546235158438414,2.15462350038613,2.1546234853782944,2.154623472167086,2.1546234589558773,2.1546234457446687,2.15462343253346,2.1546234193222515,2.154623406111043,2.1546233928998344,2.1546233796886263,2.1546233664774177,2.1546233532662082,2.154623340055,2.1546233268437915,2.1546233209742214,2.154623318247232,2.1546233155202428,2.1546233127932535,2.1546233100662637,2.154623307339275,2.1546233046122856,2.154623301885296,2.1546232991583065,2.1546232964313163,2.1546232937043275,2.1546232909773377,2.1546232888840477,2.1546232893215005
0.009433962264150945,1.905607686975124E-209,0.00831173360141411,0.2684701210790841,0.7979703717311392,1.274675038135943,1.6114251662597625,1.8288454438760098,1.9629567208895957,2.0431738783261757,2.089818039612388,2.1173738702453515,2.1339817274561566,2.144145880502464,2.1502102928855584,2.1532731553837148,2.1547151026684785,2.1554757027736158,2.1559161557114597,2.1562177762290866,2.1562837800355243,2.1562116640451108,2.156138625326176,2.1560655866072427,2.1559925478883084,2.1559195091693737,2.155857497007008,2.155844164584779,2.155830832162549,2.1558174997403188,2.1558041673180894,2.15579083489586,2.1557775024736308,2.155764170051401,2.1557508376291716,2.155737505206942,2.155724172784712,2.1557108403624827,2.155705114568156,2.1557026447822225,2.1557001749962876,2.1556977052103528,2.1556952354244188,2.1556927656384848,2.15569029585255,2.1556878260666164,2.1556853562806815,2.1556828864947475,2.155680416708813,2.1556779469228786,2.1556760789247247,2.155676614228879,2.1556771495330347,2.1556776848371886,2.1556782201413434,2.155678755445498,2.1556792907496525,2.155679826053807,2.155680361357961,2.155680896662116,2.155681431966271,2.155681967270425,2.15568250257458,2.1556829571057197,2.1556833770620636,2.155683797018407,2.155684216974751,2.155684636931094,2.1556850568874384,2.155685476843782,2.1556858968001253,2.155686316756469,2.155686736712812,2.1556871566691562,2.155687576625499,2.1556879289349227,2.1556880110893064,2.1556880932436915,2.1556881753980757,2.15568825755246,2.155688339706844,2.155688421861228,2.155688504015613,2.155688586169997,2.1556886683243817,2.155688750478766,2.1556888326331505,2.155688914787534,2.155688928591525,2.155688913138208,2.1556888976848914,2.155688882231573,2.155688866778256,2.155688851324939,2.1556888358716217,2.155688820418304,2.155688804964987,2.15568878951167,2.1556887740583526,2.1556887586050353,2.1556887436014662,2.155688730394017,2.1556887171865657,2.155688703979116,2.155688690771665,2.155688677564214,2.155688664356764,2.155688651149313,2.155688637941862,2.155688624734412,2.1556886115269616,2.1556885983195113,2.1556885851120606,2.1556885792441687,2.1556885765179667,2.155688573791763,2.1556885710655607,2.1556885683393583,2.1556885656131564,2.1556885628869527,2.1556885601607503,2.1556885574345483,2.1556885547083455,2.1556885519821427,2.155688549255941,2.155688547163254,2.155688547600581
0.012578616352201259,3.792415201819848E-208,0.008433835013439413,0.26965794101334817,0.7996930817358745,1.2764452179562291,1.6131187808115623,1.8304663143804265,1.9645265445991662,2.0447113727898585,2.0913364505939396,2.1188810725599216,2.135482220582317,2.145642288517178,2.1517042724791278,2.1547659166397293,2.1562072924537823,2.1569675907956225,2.157407869029671,2.157709369530696,2.1577753466394594,2.1577032593505776,2.1576302497534634,2.1575572401563496,2.1574842305592363,2.157411220962122,2.157349233526857,2.157335906430039,2.1573225793332207,2.157309252236402,2.157295925139583,2.157282598042765,2.157269270945946,2.157255943849128,2.1572426167523098,2.1572292896554917,2.157215962558673,2.157202635461855,2.15719691195554,2.1571944431574614,2.1571919743593826,2.157189505561304,2.1571870367632267,2.1571845679651482,2.15718209916707,2.157179630368991,2.1571771615709134,2.157174692772835,2.157172223974757,2.157169755176678,2.15716788792584,2.1571684230166843,2.1571689581075297,2.1571694931983747,2.15717002828922,2.1571705633800646,2.15717109847091,2.1571716335617546,2.1571721686525995,2.157172703743445,2.15717323883429,2.1571737739251344,2.1571743090159803,2.15717476336568,2.157175183154225,2.1571756029427704,2.157176022731316,2.157176442519861,2.1571768623084058,2.1571772820969515,2.1571777018854967,2.157178121674042,2.1571785414625873,2.157178961251133,2.1571793810396778,2.1571797332083196,2.157179815329819,2.157179897451318,2.1571799795728173,2.157180061694316,2.157180143815815,2.157180225937315,2.1571803080588143,2.1571803901803133,2.157180472301812,2.157180554423312,2.1571806365448114,2.15718071866631,2.157180732464738,2.157180717017553,2.1571807015703692,2.157180686123184,2.157180670675999,2.1571806552288146,2.15718063978163,2.157180624334445,2.1571806088872605,2.157180593440076,2.157180577992891,2.157180562545706,2.157180547548098,2.157180534345913,2.1571805211437294,2.157180507941546,2.1571804947393622,2.157180481537178,2.157180468334995,2.1571804551328113,2.1571804419306266,2.157180428728443,2.15718041552626,2.1571804023240757,2.157180389121892,2.157180383256356,2.157180380531262,2.157180377806168,2.1571803750810745,2.1571803723559806,2.1571803696308876,2.157180366905794,2.1571803641807006,2.1571803614556067,2.157180358730513,2.1571803560054197,2.1571803532803258,2.157180351188488,2.157180351625624
0.015723270440251572,7.806560785055494E-207,0.00859189420274892,0.271187295044751,0.8019091602017839,1.278721957689775,1.6152970097244699,1.8325510141339183,1.9665456236975292,2.0466888955818607,2.0932894437306078,2.120819658121865,2.1374121821101286,2.14756699898445,2.1536258614054566,2.156685939478137,2.158126580703191,2.1588864911478964,2.159326544811467,2.1596278910395843,2.159693833831154,2.1596217834360987,2.159548811272966,2.159475839109834,2.1594028669467016,2.1593298947835695,2.1592679391331857,2.1592546188817585,2.1592412986303304,2.159227978378903,2.1592146581274756,2.159201337876047,2.15918801762462,2.1591746973731922,2.159161377121765,2.1591480568703365,2.1591347366189098,2.159121416367482,2.159115695802232,2.159113228273978,2.159110760745723,2.1591082932174683,2.1591058256892146,2.15910335816096,2.1591008906327054,2.1590984231044508,2.1590959555761966,2.159093488047942,2.159091020519688,2.159088552991433,2.1590866867012215,2.159087221517885,2.1590877563345465,2.15908829115121,2.1590888259678724,2.159089360784536,2.1590898956011975,2.15909043041786,2.1590909652345234,2.1590915000511854,2.1590920348678484,2.159092569684511,2.159093104501174,2.1590935586176423,2.159093978190486,2.1590943977633286,2.1590948173361717,2.1590952369090153,2.159095656481858,2.1590960760547007,2.1590964956275442,2.159096915200387,2.15909733477323,2.159097754346073,2.159098173918917,2.1590985259065865,2.1590986079858134,2.1590986900650413,2.1590987721442687,2.1590988542234966,2.159098936302724,2.159099018381952,2.159099100461179,2.1590991825404067,2.1590992646196336,2.1590993466988615,2.159099428778089,2.1590995108573163,2.159099524648591,2.1590995092092866,2.159099493769982,2.159099478330677,2.1590994628913722,2.1590994474520677,2.1590994320127628,2.159099416573458,2.1590994011341533,2.1590993856948484,2.1590993702555434,2.1590993548162385,2.1590993398262874,2.159099326630878,2.1590993134354686,2.159099300240059,2.1590992870446493,2.159099273849239,2.1590992606538304,2.1590992474584203,2.159099234263011,2.159099221067601,2.159099207872192,2.159099194676782,2.1590991814813725,2.159099175618866,2.1590991728952,2.159099170171533,2.159099167447868,2.159099164724201,2.159099162000534,2.159099159276869,2.1590991565532027,2.159099153829536,2.1590991511058704,2.159099148382204,2.159099145658538,2.1590991435677926,2.159099144004684
0.01886792452830189,1.6412365855581325E-205,0.008786720592298822,0.2730598002725735,0.8046194809461954,1.2815058531894408,1.6179603966838871,1.8351000860303492,1.9690145092853604,2.0491070051998346,2.095677582205255,2.1231901927891705,2.1397721794460023,2.1499205802291708,2.1559756285253537,2.1590337930191867,2.160473536656094,2.1612329731334996,2.1616727523967025,2.161973910121087,2.1620398109818093,2.161967805666685,2.161894879243387,2.1618219528200884,2.16174902639679,2.1616760999734916,2.1616141831604208,2.161600871273241,2.1615875593860623,2.161574247498882,2.1615609356117025,2.1615476237245232,2.1615343118373436,2.161520999950165,2.161507688062985,2.161494376175806,2.1614810642886257,2.1614677524014465,2.1614620354298277,2.161459569453147,2.1614571034764656,2.1614546374997845,2.161452171523104,2.161449705546422,2.1614472395697413,2.16144477359306,2.161442307616379,2.161439841639698,2.1614373756630174,2.1614349096863354,2.1614330445698955,2.161433579051536,2.1614341135331765,2.161434648014817,2.161435182496458,2.161435716978098,2.161436251459739,2.1614367859413792,2.16143732042302,2.161437854904661,2.161438389386301,2.1614389238679417,2.161439458349583,2.1614399121810726,2.161440331490358,2.1614407507996436,2.161441170108929,2.1614415894182146,2.1614420087275,2.1614424280367857,2.161442847346071,2.1614432666553567,2.1614436859646418,2.1614441052739273,2.161444524583213,2.1614448763497585,2.1614449583773223,2.1614450404048857,2.1614451224324487,2.161445204460013,2.161445286487577,2.1614453685151407,2.161445450542704,2.161445532570268,2.161445614597831,2.1614456966253948,2.161445778652959,2.161445860680522,2.161445874463051,2.16144585903337,2.161445843603689,2.1614458281740085,2.1614458127443275,2.161445797314646,2.161445781884966,2.1614457664552846,2.1614457510256044,2.161445735595924,2.1614457201662427,2.161445704736562,2.161445689755967,2.1614456765688437,2.1614456633817203,2.1614456501945973,2.1614456370074735,2.1614456238203505,2.1614456106332276,2.1614455974461038,2.1614455842589804,2.1614455710718574,2.1614455578847336,2.1614455446976106,2.1614455315104877,2.1614455256516907,2.1614455229297764,2.161445520207862,2.1614455174859475,2.161445514764033,2.1614455120421194,2.161445509320205,2.1614455065982905,2.1614455038763762,2.1614455011544615,2.1614454984325473,2.161445495710632,2.161445493621228,2.161445494057816
0.022012578616352203,3.50075196563093E-204,0.009019309791955574,0.27527743244762914,0.8078251115412073,1.2847976329030117,1.6211096065470205,1.8381141939958316,1.9719338753218862,2.0519663846400933,2.0985015547379997,2.125993368550333,2.1425629064699327,2.1527037272539093,2.1587542694958946,2.1618101732369435,2.1632488564325856,2.164007732949642,2.1644471880271596,2.164748123048334,2.1648139743723664,2.1647420223158123,2.1646691499305266,2.1645962775452414,2.1645234051599562,2.164450532774671,2.164388661844823,2.164375359839323,2.1643620578338223,2.164348755828322,2.164335453822822,2.1643221518173226,2.164308849811822,2.1642955478063213,2.1642822458008206,2.164268943795321,2.1642556417898207,2.1642423397843205,2.164236627058269,2.164234162914624,2.1642316987709793,2.1642292346273337,2.1642267704836886,2.164224306340043,2.1642218421963983,2.164219378052753,2.164216913909108,2.164214449765463,2.164211985621818,2.1642095214781727,2.1642076577484315,2.164208191834277,2.164208725920124,2.1642092600059697,2.164209794091816,2.1642103281776617,2.164210862263509,2.1642113963493546,2.164211930435201,2.164212464521047,2.164212998606893,2.1642135326927394,2.1642140667785856,2.1642145202733887,2.1642149392712886,2.1642153582691877,2.164215777267087,2.164216196264986,2.164216615262886,2.164217034260785,2.1642174532586846,2.164217872256584,2.1642182912544836,2.164218710252383,2.164219129250282,2.164219480755578,2.1642195627221192,2.1642196446886603,2.164219726655201,2.1642198086217417,2.1642198905882832,2.1642199725548243,2.164220054521365,2.164220136487906,2.1642202184544472,2.1642203004209883,2.164220382387529,2.16422046435407,2.164220478126281,2.1642204627079864,2.164220447289693,2.164220431871399,2.1642204164531043,2.1642204010348105,2.1642203856165168,2.1642203701982226,2.1642203547799284,2.164220339361634,2.1642203239433404,2.1642203085250467,2.164220293555516,2.1642202803781734,2.164220267200829,2.164220254023486,2.1642202408461424,2.1642202276687987,2.1642202144914555,2.164220201314112,2.1642201881367686,2.164220174959425,2.1642201617820818,2.164220148604738,2.164220135427395,2.164220129572958,2.1642201268530834,2.164220124133209,2.164220121413334,2.1642201186934598,2.1642201159735848,2.1642201132537098,2.1642201105338357,2.164220107813961,2.164220105094086,2.1642201023742116,2.164220099654337,2.1642200975664965,2.164220098002747
0.025157232704402517,7.546075442817284E-203,0.009290847395746636,0.2778425255453172,0.8115273130574451,1.2885981579817218,1.6247454255525051,1.8415941232191377,1.975304518857116,2.0552678416281895,2.1017621758143052,2.129230003751112,2.145785183762062,2.1559172619653526,2.1619626069973017,2.1650159031859917,2.1664533632591354,2.167211593914283,2.1676506750737583,2.1679513532292973,2.168017147419864,2.1679452567916617,2.167872446733481,2.1677996366752996,2.1677268266171192,2.167654016558938,2.1675921985505044,2.16757890794244,2.167565617334375,2.16755232672631,2.167539036118246,2.1675257455101806,2.1675124549021163,2.1674991642940515,2.1674858736859868,2.1674725830779225,2.1674592924698572,2.167446001861793,2.1674402940325126,2.1674378320030367,2.167435369973561,2.167432907944086,2.1674304459146096,2.167427983885134,2.167425521855658,2.167423059826182,2.1674205977967067,2.1674181357672304,2.167415673737755,2.167413211708279,2.167411349577917,2.1674118832072744,2.167412416836631,2.1674129504659883,2.167413484095345,2.1674140177247025,2.1674145513540592,2.1674150849834155,2.1674156186127727,2.1674161522421302,2.1674166858714874,2.167417219500844,2.167417753130201,2.1674182062366794,2.167418624875431,2.1674190435141827,2.167419462152934,2.167419880791686,2.167420299430438,2.1674207180691893,2.167421136707941,2.1674215553466927,2.1674219739854443,2.167422392624196,2.1674228112629472,2.167423162466924,2.167423244363084,2.1674233262592453,2.1674234081554062,2.1674234900515668,2.1674235719477273,2.1674236538438887,2.167423735740049,2.1674238176362106,2.1674238995323707,2.167423981428532,2.1674240633246926,2.167424145220854,2.1674241589811687,2.167424143576012,2.167424128170856,2.1674241127656995,2.1674240973605436,2.167424081955387,2.1674240665502307,2.1674240511450744,2.1674240357399177,2.1674240203347614,2.1674240049296056,2.1674239895244485,2.167423974567686,2.16742396140163,2.1674239482355735,2.1674239350695177,2.1674239219034606,2.1674239087374048,2.167423895571348,2.1674238824052927,2.167423869239237,2.1674238560731798,2.167423842907124,2.1674238297410673,2.1674238165750115,2.1674238107255923,2.1674238080080515,2.1674238052905093,2.1674238025729684,2.167423799855427,2.167423797137886,2.1674237944203445,2.1674237917028027,2.167423788985262,2.1674237862677206,2.167423783550179,2.167423780832638,2.1674237787465875,2.167423779182462
0.02830188679245283,1.639664308625944E-201,0.009602713476770735,0.28075777125790913,0.8157275397653666,1.2929084224129082,1.628868761572826,1.845540780429738,1.9791273603125303,2.059012308896625,2.1054603859614085,2.1329010433701283,2.149439958878353,2.1595621334482953,2.1656015910063524,2.1686519332751186,2.1700880077432063,2.170845506740392,2.1712841643104484,2.1715845514805343,2.1716502809511327,2.1715784599108314,2.1715057204583634,2.1714329810058963,2.1713602415534283,2.171287502100961,2.171225744043231,2.171212466346426,2.1711991886496205,2.171185910952815,2.1711726332560097,2.1711593555592037,2.1711460778623985,2.171132800165593,2.171119522468788,2.171106244771982,2.171092967075177,2.1710796893783715,2.171073987096257,2.1710715274617547,2.1710690678272524,2.1710666081927505,2.1710641485582483,2.171061688923747,2.171059229289244,2.1710567696547423,2.17105431002024,2.1710518503857377,2.171049390751236,2.171046931116734,2.17104507079818,2.171045603910416,2.1710461370226524,2.1710466701348885,2.1710472032471246,2.1710477363593603,2.1710482694715965,2.1710488025838326,2.1710493356960687,2.171049868808305,2.1710504019205406,2.1710509350327767,2.1710514681450124,2.1710519208115997,2.1710523390435177,2.171052757275436,2.171053175507354,2.171053593739273,2.171054011971191,2.1710544302031094,2.171054848435028,2.1710552666669463,2.1710556848988647,2.1710561031307827,2.1710565213627,2.1710568722253436,2.1710569540417564,2.1710570358581682,2.17105711767458,2.171057199490992,2.1710572813074043,2.171057363123817,2.171057444940228,2.1710575267566403,2.1710576085730526,2.1710576903894645,2.171057772205876,2.1710578540222887,2.171057867769112,2.1710578523788246,2.1710578369885383,2.171057821598252,2.1710578062079655,2.1710577908176787,2.1710577754273923,2.171057760037105,2.1710577446468187,2.1710577292565314,2.1710577138662446,2.1710576984759586,2.1710576835336526,2.1710576703804074,2.171057657227162,2.1710576440739158,2.17105763092067,2.171057617767425,2.1710576046141794,2.1710575914609334,2.1710575783076873,2.171057565154442,2.1710575520011965,2.171057538847951,2.1710575256947053,2.1710575198509825,2.171057517136093,2.171057514421203,2.1710575117063127,2.1710575089914235,2.171057506276534,2.1710575035616437,2.1710575008467536,2.1710574981318644,2.1710574954169743,2.1710574927020847,2.171057489987195,2.171057487903178,2.1710574883386196
