dr,L1_error,L2_error,Linfty_error
0.05555555555555555,0.02040726011430509,0.06380060359089014,0.20174031419083374
0.02631578947368421,0.03201413797923398,0.13472241181728917,0.6009282459584242
0.01282051282051282,0.015671964866449957,0.07540370735100696,0.4383592379341852
0.006329113924050633,0.005301588624456715,0.027868613656360314,0.19907155962131154
0.0031446540880503146,0.001793421398526327,0.009701698821604819,0.07769834080650742
0.001567398119122257,0.0007993980616776313,0.004310399442771375,0.03709324765548884
0.000782472613458529,0.0005574778796738328,0.002989298808539134,0.027433076941374056
