dt,L1_error,L2_error,Linfty_error
5000000.0,0.009925954790345264,0.0127646150975443,0.027574287517511047
5000000.0,0.005729379910651523,0.007536446930424409,0.016737825266078966
5000000.0,0.0033444224888881284,0.004459515909992391,0.010098687289791257
5000000.0,0.0020419713641059776,0.002724671087210492,0.006178923759808668
