dt,L1_error,L2_error,Linfty_error
40000000.0,0.0020419713679693152,0.002724671090435087,0.006178923763532255
40000000.0,0.0033444225081846646,0.004459515928441464,0.010098687307916604
40000000.0,0.005729379925748353,0.007536446946851895,0.016737825289730484
40000000.0,0.009925954806143781,0.012764615112604126,0.027574287538794703
