dt,L1_error,L2_error,Linfty_error
1000000000.0,0.0033058728626954846,0.011762941282302743,0.08151469747842538
1000000000.0,0.002025450470192304,0.006284134257292787,0.04135401393025145
1000000000.0,0.0013821787646204572,0.0035295397264946352,0.021158570128661985
1000000000.0,0.0010544362662564244,0.0021435470887889866,0.01103357710418745
